Name,Reference,Issue status,Item number,Number,Warehouse,Quantity,Site,,,,
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002475,SW-LPA,"-1,050.00",VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-09,2017-05-09,คุณดำรงศักดิ์
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002476,SW-LPA,-140,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,2017-05-11,2017-05-09,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002477,SW-LPA,-70,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,2017-05-11,2017-05-09,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002478,SW-LPA,-70,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,2017-05-12,2017-05-09,คุณวิรัช
บริษัท นีสเทิร์น อินดัสทรี่ จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002480,SW-LPA,-280,VNG-S,โคราช,2017-05-12,2017-05-09,คุณวิรัช
ภูพนาค้าไม้,Sales order,On order,1PB02NG150012302450,VSDP17002483,SW-LPA,-70,VNG-S,เมโทรพูลทรัพย์-ไทรน้อย,2017-05-12,2017-05-09,คุณประดิษฐ์
ภูพนาค้าไม้,Sales order,On order,1PB02NG150012302450,VSDP17002484,SW-LPA,-140,VNG-S,เมโทรพูลทรัพย์-ไทรน้อย,2017-05-12,2017-05-09,คุณประดิษฐ์
ภูพนาค้าไม้,Sales order,On order,1PB02NG150012302450,VSDP17002485,SW-LPA,-70,VNG-S,เมโทรพูลทรัพย์-ไทรน้อย,2017-05-13,2017-05-09,คุณประดิษฐ์
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,4MBP2FS190012302450,VSDS17000502,SW-LMA,-52,VNG-S,M.K - ใบชั่วคราว,2017-05-11,2017-05-09,คุณวิรัช
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,4MBP2FS190012302450,VSDS17000503,SW-LMA,-52,VNG-S,M.K - ใบชั่วคราว,2017-05-12,2017-05-09,คุณวิรัช
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,4MBP2FS190012302450,VSDS17000504,SW-LMA,-52,VNG-S,M.K - ใบชั่วคราว,2017-05-13,2017-05-09,คุณวิรัช
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,4MBP2FS160012302450,VSDS17000505,SW-LMA,-124,VNG-S,M.K - ใบชั่วคราว,2017-05-11,2017-05-09,คุณวิรัช
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,4MBP2FS160012302450,VSDS17000506,SW-LMA,-124,VNG-S,M.K - ใบชั่วคราว,2017-05-12,2017-05-09,คุณวิรัช
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,4MBP2FS160012302450,VSDS17000507,SW-LMA,-62,VNG-S,M.K - ใบชั่วคราว,2017-05-16,2017-05-09,คุณวิรัช
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,4MBP2FS160012302450,VSDS17000508,SW-LMA,-62,VNG-S,M.K - ใบชั่วคราว,2017-05-17,2017-05-09,คุณวิรัช
บริษัท เอส.บี.อุตสาหกรรมเครื่องเรือน จำกัด,Sales order,On order,1PB01GG150012302450,VSDP17002498,SW-LPA,-140,VNG-S,บางบัวทอง,2017-05-25,2017-05-09,คุณดำรงศักดิ์
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,1PB02NG180012302450,VSDP17002503,SW-LPA,-60,VNG-S,โกดังสยามวู๊ด,2017-05-12,2017-05-11,คุณวิรัช
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,1PB02NG180012302450,VSDP17002504,SW-LPA,-60,VNG-S,โกดังสยามวู๊ด,2017-05-13,2017-05-11,คุณวิรัช
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,4MBP2FS120012302450,VSDS17000511,SW-LMA,"-1,176.00",VNG-S,พระประแดง,2017-05-11,2017-05-11,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,4MBP2FS150012302450,VSDS17000512,SW-LMA,-952,VNG-S,พระประแดง,2017-05-11,2017-05-11,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,4MBP2FS150012302450,VSDS17000516,SW-LMA,-952,VNG-S,พระประแดง,2017-05-11,2017-05-11,คุณดำรงศักดิ์
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,1PB01S4120012301840,VSDP17002511,SW-LPA,"-1,020.00",VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),2017-05-12,2017-05-11,คุณไกรฤกษ์
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,1PB01S4120012301840,VSDP17002512,SW-LPA,"-1,360.00",VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),2017-05-12,2017-05-11,คุณไกรฤกษ์
บริษัท แกรนด์ดิส จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002520,SW-LPA,-180,VNG-S,บริษัท แกรนด์ดิส จำกัด,2017-05-13,2017-05-11,คุณวิรัช
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,1PB01GG250012302150,VSDP17002524,SW-LPA,-84,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-05-12,2017-05-11,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,1PB01GG190012302150,VSDP17002531,SW-LPA,-55,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-05-16,2017-05-11,คุณไกรฤกษ์
บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002535,SW-LPA,-140,VNG-S,บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,2017-05-13,2017-05-12,คุณประดิษฐ์
บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002536,SW-LPA,-140,VNG-S,บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,2017-05-13,2017-05-12,คุณประดิษฐ์
บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002537,SW-LPA,-140,VNG-S,บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,2017-05-15,2017-05-12,คุณประดิษฐ์
บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002538,SW-LPA,-140,VNG-S,บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,2017-05-15,2017-05-12,คุณประดิษฐ์
บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002539,SW-LPA,-140,VNG-S,บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,2017-05-15,2017-05-12,คุณประดิษฐ์
บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002540,SW-LPA,-140,VNG-S,บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,2017-05-15,2017-05-12,คุณประดิษฐ์
บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002545,SW-LPA,-70,VNG-S,บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,2017-05-16,2017-05-12,คุณประดิษฐ์
บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002546,SW-LPA,-140,VNG-S,บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,2017-05-16,2017-05-12,คุณประดิษฐ์
บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002547,SW-LPA,-140,VNG-S,บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,2017-05-17,2017-05-12,คุณประดิษฐ์
บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002548,SW-LPA,-140,VNG-S,บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,2017-05-17,2017-05-12,คุณประดิษฐ์
บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002549,SW-LPA,-140,VNG-S,บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,2017-05-17,2017-05-12,คุณประดิษฐ์
บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002550,SW-LPA,-70,VNG-S,บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,2017-05-17,2017-05-12,คุณประดิษฐ์
บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002551,SW-LPA,-140,VNG-S,บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,2017-05-17,2017-05-12,คุณประดิษฐ์
บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002552,SW-LPA,-140,VNG-S,บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,2017-05-18,2017-05-12,คุณประดิษฐ์
บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002553,SW-LPA,-140,VNG-S,บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,2017-05-18,2017-05-12,คุณประดิษฐ์
บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002554,SW-LPA,-140,VNG-S,บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,2017-05-18,2017-05-12,คุณประดิษฐ์
บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002555,SW-LPA,-70,VNG-S,บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,2017-05-18,2017-05-12,คุณประดิษฐ์
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,1PB02NG120012302450,VSDP17002556,SW-LPA,-85,VNG-S,โกดังสยามวู๊ด,2017-05-13,2017-05-12,คุณวิรัช
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,1PB02NG120012302450,VSDP17002557,SW-LPA,-174,VNG-S,โกดังสยามวู๊ด,2017-05-13,2017-05-12,คุณวิรัช
บริษัท เมเจอร์ แปลน จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002570,SW-LPA,"-1,050.00",VNG-S,ปณชัย-ใบชั่วคราว,2017-05-20,2017-05-12,คุณวิรัช
บริษัท เมเจอร์ แปลน จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002571,SW-LPA,"-1,050.00",VNG-S,ปณชัย-ใบชั่วคราว,2017-05-24,2017-05-12,คุณวิรัช
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,1PB01GG190012302450,VSDP17002572,SW-LPA,-165,VNG-S,T.M.P.,2017-05-22,2017-05-12,คุณวัชรชัย
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,1PB01GG250012302450,VSDP17002572,SW-LPA,-42,VNG-S,T.M.P.,2017-05-22,2017-05-12,คุณวัชรชัย
บริษัท เมเจอร์ แปลน จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002573,SW-LPA,"-1,050.00",VNG-S,ส่ง PSP - ใบชั่วคราว,2017-05-29,2017-05-12,คุณวิรัช
บริษัท เมเจอร์ แปลน จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002574,SW-LPA,"-1,050.00",VNG-S,ส่ง PSP - ใบชั่วคราว,2017-05-30,2017-05-12,คุณวิรัช
บริษัท เมเจอร์ แปลน จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002575,SW-LPA,"-1,050.00",VNG-S,ส่ง PSP - ใบชั่วคราว,2017-05-31,2017-05-12,คุณวิรัช
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,4MBP2FS190012302450,VSDS17000520,SW-LMA,-260,VNG-S,TMP + PB-E1,2017-05-22,2017-05-12,คุณวัชรชัย
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,4MBP2FS160012302450,VSDS17000520,SW-LMA,-248,VNG-S,TMP + PB-E1,2017-05-22,2017-05-12,คุณวัชรชัย
บริษัท ปาร์ติเกิ้ล แพลนเนอร์ จำกัด,Sales order,On order,1PB02NG090012302450,VSDP17002580,SW-LPA,-550,VNG-S,บริษัท ปาร์ติเกิ้ล แพลนเนอร์ จำกัด,2017-05-13,2017-05-13,
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,4MBU2FS060012302450,VSDS17000523,SW-LMA,-165,VNG-S,TMP - เมลามีน,2017-05-16,2017-05-15,คุณวัชรชัย
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,4MBU2FS060012302450,VSDS17000523,SW-LMA,-560,VNG-S,TMP - เมลามีน,2017-05-16,2017-05-15,คุณวัชรชัย
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,4MBU2FS250012302450,VSDS17000523,SW-LMA,-200,VNG-S,TMP - เมลามีน,2017-05-16,2017-05-15,คุณวัชรชัย
บริษัท นีสเทิร์น อินดัสทรี่ จำกัด,Sales order,On order,1PB02NG180012302450,VSDP17002582,SW-LPA,-20,VNG-S,โคราช,2017-05-17,2017-05-15,คุณวิรัช
บริษัท ลานนาไม้อัดไทย จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002602,SW-LPA,-70,VNG-S,โกดัง 2,2017-05-16,2017-05-15,คุณดำรงศักดิ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,1PB01GG160012302450,VSDP17002611,SW-LPA,-910,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-05-22,2017-05-15,คุณไกรฤกษ์
บริษัท ยู.โอ.ที.เทรดดิ้ง จำกัด,Sales order,On order,4MBP2FS120012302450,VSDS17000528,SW-LMA,-84,VNG-S,บริษัท ยู.โอ.ที.เทรดดิ้ง จำกัด,2017-05-17,2017-05-16,คุณวิรัช
บริษัท ยู.โอ.ที.เทรดดิ้ง จำกัด,Sales order,On order,4MBP2FS120012302450,VSDS17000529,SW-LMA,-168,VNG-S,บริษัท ยู.โอ.ที.เทรดดิ้ง จำกัด,2017-05-18,2017-05-16,คุณวิรัช
บริษัท ยู.โอ.ที.เทรดดิ้ง จำกัด,Sales order,On order,4MBP2FS190012302450,VSDS17000531,SW-LMA,-52,VNG-S,บริษัท ยู.โอ.ที.เทรดดิ้ง จำกัด,2017-05-18,2017-05-16,คุณวิรัช
บริษัท ยู.โอ.ที.เทรดดิ้ง จำกัด,Sales order,On order,1PB02GG250012302450,VSDP17002622,SW-LPA,-42,VNG-S,บริษัท ยู.โอ.ที.เทรดดิ้ง จำกัด,2017-05-18,2017-05-16,คุณวิรัช
ภูพนาค้าไม้,Sales order,On order,1PB02NG150012302450,VSDP17002627,SW-LPA,-70,VNG-S,เมโทรพูลทรัพย์-ไทรน้อย,2017-05-18,2017-05-17,คุณประดิษฐ์
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB01GG180012302450,VSDP17002637,SW-LPA,-60,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,2017-05-30,2017-05-17,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002638,SW-LPA,-140,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,2017-05-19,2017-05-18,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002639,SW-LPA,-140,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,2017-05-20,2017-05-18,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002640,SW-LPA,-140,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,2017-05-22,2017-05-18,คุณวิรัช
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002642,SW-LPA,-70,VNG-S,ฟอร์จูน (T.T.B),2017-05-19,2017-05-18,คุณวัชรชัย
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002645,SW-LPA,-140,VNG-S,ส่ง P.S.P เฟอร์ฯ (นนทบุรี) ใบชั่วคราว,2017-05-25,2017-05-18,คุณวัชรชัย
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002646,SW-LPA,"-1,050.00",VNG-S,ส่ง P.S.P เฟอร์ฯ (นนทบุรี) ใบชั่วคราว,2017-05-26,2017-05-18,คุณวัชรชัย
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002647,SW-LPA,"-1,050.00",VNG-S,ส่ง P.S.P เฟอร์ฯ (นนทบุรี) ใบชั่วคราว,2017-05-27,2017-05-18,คุณวัชรชัย
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002648,SW-LPA,-140,VNG-S,พูนธนาทรัพย์ (คลอง 14),2017-05-29,2017-05-18,คุณวัชรชัย
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002649,SW-LPA,-140,VNG-S,พูนธนาทรัพย์ (คลอง 14),2017-05-30,2017-05-18,คุณวัชรชัย
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002650,SW-LPA,-70,VNG-S,พูนธนาทรัพย์ (คลอง 14),2017-05-31,2017-05-18,คุณวัชรชัย
บริษัท เมเจอร์ แปลน จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002658,SW-LPA,-140,VNG-S,ส่ง PSP - ใบชั่วคราว,2017-05-18,2017-05-18,คุณวิรัช
บริษัท ย่งพงษ์เส็งรังสิต จำกัด,Sales order,On order,4MBP2FS180012302450,VSDS17000540,SW-LMA,-18,VNG-S,บริษัท ย่งพงษ์เส็งรังสิต จำกัด,2017-05-19,2017-05-18,คุณประดิษฐ์
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,4MBP2FS150012302450,VSDS17000543,SW-LMA,-136,VNG-S,หลี่หยาง - ใบชั่วคราว,2017-05-20,2017-05-18,คุณวัชรชัย
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,4MBP2FS150012302450,VSDS17000544,SW-LMA,-68,VNG-S,T.M.P,2017-05-25,2017-05-18,คุณวัชรชัย
บริษัท เอช.เค.วี. จำกัด,Sales order,On order,3LM212022210310,VSDL17000687,SW-LUA,-45,VNG-S,ส่ง คิดแอนด์ทอยอินดัสทรี่ - ใบชั่วคราว,2017-05-22,2017-05-19,คุณวิรัช
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,1PB02FS150012301950,VSDP17002679,SW-LPA,-280,VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),2017-05-20,2017-05-19,คุณไกรฤกษ์
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,4MBP2FS150012302450,VSDS17000548,SW-LMA,-68,VNG-S,หลี่หยาง - ใบชั่วคราว,2017-05-20,2017-05-19,คุณวัชรชัย
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,1PB02NG150012302450,VSDP17002703,SW-LPA,-140,VNG-S,โกดังสยามวู๊ด,2017-05-23,2017-05-22,คุณวิรัช
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,1PB02NG150012302450,VSDP17002704,SW-LPA,-140,VNG-S,โกดังสยามวู๊ด,2017-05-23,2017-05-22,คุณวิรัช
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,1PB02NG150012302450,VSDP17002705,SW-LPA,-140,VNG-S,โกดังสยามวู๊ด,2017-05-23,2017-05-22,คุณวิรัช
บริษัท แกรนด์ดิส จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002715,SW-LPA,-140,VNG-S,บริษัท แกรนด์ดิส จำกัด,2017-05-22,2017-05-22,คุณวิรัช
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,4MBP2FS055012302450,VSDS17000550,SW-LMA,-540,VNG-S,ส่ง ดูโฮม(รังสิตคอง7) สาขาโคราช,2017-05-24,2017-05-23,คุณวัชรชัย
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,4MBP2FS090012302450,VSDS17000551,SW-LMA,-110,VNG-S,T.M.P,2017-05-24,2017-05-23,คุณวัชรชัย
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,1PB02NG160012302450,VSDP17002724,SW-LPA,-65,VNG-S,S-วู้ดเมลามีนอาร์ต ใบชั่วคราว,2017-05-25,2017-05-23,คุณวัชรชัย
บริษัท แกรนด์ดิส จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002729,SW-LPA,-70,VNG-S,บริษัท แกรนด์ดิส จำกัด,2017-05-25,2017-05-23,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002731,SW-LPA,-70,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,2017-05-24,2017-05-23,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002732,SW-LPA,-140,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,2017-05-25,2017-05-23,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002733,SW-LPA,-140,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,2017-05-25,2017-05-23,คุณวิรัช
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,4MBP2FS040012302450,VSDS17000553,SW-LMA,-500,VNG-S,โกดังสยามวู๊ด,2017-05-24,2017-05-24,คุณวิรัช
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG090012302450,VSDP17002734,SW-LPA,-110,VNG-S,รับเอง ดูโฮม (สาขาอุบลฯ) + MDF  15 FS,2017-05-24,2017-05-24,คุณวัชรชัย
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,1PB02FS150012302450,VSDP17002738,SW-LPA,-910,VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),2017-05-24,2017-05-24,คุณไกรฤกษ์
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,1PB02FS150012302450,VSDP17002739,SW-LPA,-910,VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),2017-05-24,2017-05-24,คุณไกรฤกษ์
บริษัท นีสเทิร์น อินดัสทรี่ จำกัด,Sales order,On order,4MBP2FS190012302450,VSDS17000558,SW-LMA,-3,VNG-S,"ส่งพร้อมไม้ PB, เคลือบ",2017-05-26,2017-05-24,คุณวิรัช
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002764,SW-LPA,-140,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-05-25,2017-05-25,คุณดำรงศักดิ์
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002765,SW-LPA,-70,VNG-S,ฟอร์จูน,2017-05-25,2017-05-25,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002766,SW-LPA,-140,VNG-S,ปณชัย - ใบชั่วคราว,2017-05-25,2017-05-25,คุณวิรัช
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,1PB02FS150012302450,VSDP17002773,SW-LPA,-140,VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),2017-05-29,2017-05-26,คุณไกรฤกษ์
บริษัท บางกอก มาสเตอร์วู้ด จำกัด,Sales order,On order,3LP115021110120,VSDL17000706,SW-LUA,-70,VNG-S,บริษัท บางกอก มาสเตอร์วู้ด จำกัด,2017-05-26,2017-05-26,คุณไกรฤกษ์
บริษัท บางกอก มาสเตอร์วู้ด จำกัด,Sales order,On order,3LP118021110120,VSDL17000707,SW-LUA,-56,VNG-S,บริษัท บางกอก มาสเตอร์วู้ด จำกัด,2017-05-26,2017-05-26,คุณไกรฤกษ์
บมจ.โฮม โปรดักส์ เซ็นเตอร์ สาขาวังน้อย,Sales order,On order,3F20892053GGA30610CR,VSDF17000934,SW-L3A,"-8,640.00",VNG-S,DC วังน้อย,2017-06-05,2017-05-26,คุณพิมพ์ลภัทร
บมจ.โฮม โปรดักส์ เซ็นเตอร์ สาขาวังน้อย,Sales order,On order,3F20892053GGA10720CR,VSDF17000935,SW-L3A,"-8,640.00",VNG-S,DC วังน้อย,2017-06-05,2017-05-26,คุณพิมพ์ลภัทร
บจก.ซีอาร์ซี ไทวัสดุ (สาขาคลังสินค้าวังน้อย),Sales order,On order,3F20892051GGA10617KA,VSDF17000936,SW-L3A,"-8,640.00",VNG-S,DC วังน้อย,2017-06-12,2017-05-26,คุณพิมพ์ลภัทร
บจก.ซีอาร์ซี ไทวัสดุ (สาขาคลังสินค้าวังน้อย),Sales order,On order,3F20892051GGA30719KA,VSDF17000937,SW-L3A,"-8,640.00",VNG-S,DC วังน้อย,2017-06-06,2017-05-26,คุณพิมพ์ลภัทร
บจก.ซีอาร์ซี ไทวัสดุ (สาขาคลังสินค้าวังน้อย),Sales order,On order,3F20892051GGA30718KA,VSDF17000937,SW-L3A,"-8,640.00",VNG-S,DC วังน้อย,2017-06-06,2017-05-26,คุณพิมพ์ลภัทร
บริษัท ยู.โอ.ที.เทรดดิ้ง จำกัด,Sales order,On order,4MBP2FS150012302450,VSDS17000563,SW-LMA,-136,VNG-S,บริษัท ยู.โอ.ที.เทรดดิ้ง จำกัด,2017-05-27,2017-05-26,คุณวิรัช
