Name,Reference,Issue status,Item number,Number,Warehouse,Quantity,Site,,,,
บริษัท ลานนาไม้อัดไทย จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002882,SW-LPA,-70,VNG-S,โกดัง 2,2017-06-03,2017-06-01,คุณดำรงศักดิ์
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,4MBP2FS090012302450,VSDS17000585,SW-LMA,-220,VNG-S,TMP - เช้า ๆๆๆๆ,2017-06-02,2017-06-01,คุณวัชรชัย
บริษัท ทรัพย์ลีลา จำกัด,Sales order,On order,4MBP2FS060012302450,VSDS17000586,SW-LMA,-165,VNG-S,ทรัพย์ลีลา **รอเซลส์แจ้งส่ง**,2017-06-01,2017-06-01,คุณวิรัช
บริษัท ทรัพย์ลีลา จำกัด,Sales order,On order,1PPN150200M9333,VSDO17000263,SW-LAA,-630,VNG-S,รับเอง-ใบชั่วคราว,2017-06-01,2017-06-01,คุณวิรัช
บริษัท ทรัพย์ลีลา จำกัด,Sales order,On order,1PPN150200P2017,VSDO17000263,SW-LAA,-420,VNG-S,รับเอง-ใบชั่วคราว,2017-06-01,2017-06-01,คุณวิรัช
บริษัท เมเจอร์ แปลน จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002896,SW-LPA,-140,VNG-S,เมโทรพูลทรัพย์ - ใบชั่วคราว,2017-06-02,2017-06-01,คุณวิรัช
บริษัท เมเจอร์ แปลน จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002897,SW-LPA,-140,VNG-S,เมโทรพูลทรัพย์ - ใบชั่วคราว,2017-06-02,2017-06-01,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB01GG160012302450,VSDP17002901,SW-LPA,-65,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,2017-06-02,2017-06-01,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB01GG160012302450,VSDP17002902,SW-LPA,-65,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,2017-06-06,2017-06-01,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB01GG160012302450,VSDP17002903,SW-LPA,-65,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,2017-06-13,2017-06-01,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB01GG160012302450,VSDP17002903,SW-LPA,-910,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,2017-06-13,2017-06-01,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002907,SW-LPA,-140,VNG-S,ส่งดีดี-ไทรน้อย ใบชั่วคราว,2017-06-03,2017-06-01,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002908,SW-LPA,-140,VNG-S,ส่งดีดี-ไทรน้อย ใบชั่วคราว,2017-06-03,2017-06-01,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002908,SW-LPA,-910,VNG-S,ส่งดีดี-ไทรน้อย ใบชั่วคราว,2017-06-03,2017-06-01,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002915,SW-LPA,-70,VNG-S,ส่งดีดี-ไทรน้อย ใบชั่วคราว,2017-06-05,2017-06-01,คุณไกรฤกษ์
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002916,SW-LPA,-70,VNG-S,ส่งดีดี-ไทรน้อย ใบชั่วคราว,2017-06-05,2017-06-01,คุณวิรัช
บริษัท นีสเทิร์น อินดัสทรี่ จำกัด,Sales order,On order,1PB02NG150012302000,VSDP17002917,SW-LPA,-210,VNG-S,โคราช,2017-06-05,2017-06-01,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB01GG180012302450,VSDP17002918,SW-LPA,-20,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,2017-06-06,2017-06-01,คุณวิรัช
บริษัท นีสเทิร์น อินดัสทรี่ จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002919,SW-LPA,-140,VNG-S,บริษัท นีสเทิร์น อินดัสทรี่ จำกัด,2017-06-07,2017-06-01,คุณวิรัช
บริษัท แกรนด์ดิส จำกัด,Sales order,On order,1PB02NG120012302450,VSDP17002921,SW-LPA,-10,VNG-S,บริษัท แกรนด์ดิส จำกัด,2017-06-12,2017-06-01,คุณวิรัช
บริษัท แกรนด์ดิส จำกัด,Sales order,On order,1PB02NG120012302450,VSDP17002921,SW-LPA,-340,VNG-S,บริษัท แกรนด์ดิส จำกัด,2017-06-12,2017-06-01,คุณวิรัช
บริษัท แกรนด์ดิส จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002921,SW-LPA,-50,VNG-S,บริษัท แกรนด์ดิส จำกัด,2017-06-12,2017-06-01,คุณวิรัช
บริษัท แกรนด์ดิส จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002921,SW-LPA,-630,VNG-S,บริษัท แกรนด์ดิส จำกัด,2017-06-12,2017-06-01,คุณวิรัช
บริษัท เอส.บี.อุตสาหกรรมเครื่องเรือน จำกัด,Sales order,On order,1PB01GG160012302450,VSDP17002922,SW-LPA,-910,VNG-S,บางบัวทอง,2017-06-12,2017-06-01,คุณดำรงศักดิ์
บริษัท เอส.บี.อุตสาหกรรมเครื่องเรือน จำกัด,Sales order,On order,1PB01GG250012302450,VSDP17002923,SW-LPA,-630,VNG-S,บางบัวทอง,2017-06-13,2017-06-01,ดำรงศักดิ์
บริษัท เอส.บี.อุตสาหกรรมเครื่องเรือน จำกัด,Sales order,On order,1PB01GG120012302450,VSDP17002924,SW-LPA,"-1,190.00",VNG-S,บางบัวทอง,2017-06-15,2017-06-01,ดำรงศักดิ์
บริษัท เอส.บี.อุตสาหกรรมเครื่องเรือน จำกัด,Sales order,On order,1PB01GG120012302050,VSDP17002925,SW-LPA,"-1,445.00",VNG-S,บางบัวทอง,2017-06-16,2017-06-01,ดำรงศักดิ์
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB01GG120012302450,VSDP17002926,SW-LPA,-85,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,2017-06-14,2017-06-01,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB01GG120012302450,VSDP17002926,SW-LPA,"-1,190.00",VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,2017-06-14,2017-06-01,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB01GG120012302450,VSDP17002927,SW-LPA,-85,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,2017-06-16,2017-06-01,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB01GG120012302450,VSDP17002927,SW-LPA,"-1,190.00",VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,2017-06-16,2017-06-01,คุณวิรัช
บริษัท แกรนด์ดิส จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002928,SW-LPA,-210,VNG-S,บริษัท แกรนด์ดิส จำกัด,2017-06-06,2017-06-01,คุณวิรัช
บริษัท แกรนด์ดิส จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002929,SW-LPA,-140,VNG-S,บริษัท แกรนด์ดิส จำกัด,2017-06-10,2017-06-01,คุณวิรัช
บริษัท แกรนด์ดิส จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002930,SW-LPA,-420,VNG-S,บริษัท แกรนด์ดิส จำกัด,2017-06-15,2017-06-01,คุณวิรัช
บริษัท แกรนด์ดิส จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002930,SW-LPA,-630,VNG-S,บริษัท แกรนด์ดิส จำกัด,2017-06-15,2017-06-01,คุณวิรัช
บริษัท แกรนด์ดิส จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002931,SW-LPA,"-1,050.00",VNG-S,บริษัท แกรนด์ดิส จำกัด,2017-06-20,2017-06-01,คุณวิรัช
บริษัท แกรนด์ดิส จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002933,SW-LPA,"-1,050.00",VNG-S,บริษัท แกรนด์ดิส จำกัด,2017-06-24,2017-06-01,คุณวิรัช
ห้างหุ้นส่วนจำกัด กุลวิชญ์ค้าไม้,Sales order,On order,1PB02NG090012302450,VSDP17002934,SW-LPA,-110,VNG-S,ส่งเมโทีท๊อปวู้ด (พระนั่งเกล้า),2017-06-03,2017-06-02,คุณวัชรชัย
บริษัท เอ็กซ์คลูซิฟ เฟอร์นิเจอร์ จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002943,SW-LPA,-140,VNG-S,ส่ง เอสวู้ดเมลามีนอาต -ใบชั่วคราว,2017-06-03,2017-06-02,คุณสุภาพ
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002945,SW-LPA,-140,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,2017-06-05,2017-06-02,คุณวิรัช
บจก.เอ-ลิส ลิฟวิ่ง,Sales order,On order,1BJSK0040189580025VF,VSDB17000092,SW-LBA,-540,VNG-S,โกดังบุญสิริ 8,2017-06-03,2017-06-02,คุณสุพัตรา
บจก.เอ-ลิส ลิฟวิ่ง,Sales order,On order,1BJSK0040189580351VF,VSDB17000092,SW-LBA,-540,VNG-S,โกดังบุญสิริ 8,2017-06-03,2017-06-02,คุณสุพัตรา
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PPN150200M9200,VSDO17000264,SW-LAA,-700,VNG-S,พ.พานิช (ขอนแก่น),2017-06-06,2017-06-02,คุณวัชรชัย
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PPN150200M5400,VSDO17000264,SW-LAA,-350,VNG-S,พ.พานิช (ขอนแก่น),2017-06-06,2017-06-02,คุณวัชรชัย
บริษัท ทรัพย์ลีลา จำกัด,Sales order,On order,3LMF25021110150,VSDL17000763,SW-LUA,-84,VNG-S,ส่งก่อนเที่ยง-ไม่เกิน15.30น,2017-06-06,2017-06-02,คุณสุภาพ
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,4MBP2FS090012302450,VSDS17000591,SW-LMA,-220,VNG-S,ส่งเมโทรท๊อปวู้ด (พระนั่งเกล้า) - ใบชั่วคราว,2017-06-05,2017-06-02,คุณวัชรชัย
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,4MBP2FS150012302450,VSDS17000591,SW-LMA,-68,VNG-S,ส่งเมโทรท๊อปวู้ด (พระนั่งเกล้า) - ใบชั่วคราว,2017-06-05,2017-06-02,คุณวัชรชัย
บริษัท ทรัพย์ลีลา จำกัด,Sales order,On order,3LM212022210400,VSDL17000767,SW-LUA,-85,VNG-S,บริษัท ทรัพย์ลีลา จำกัด,2017-06-09,2017-06-02,คุณสุภาพ
บริษัท ทรัพย์ลีลา จำกัด,Sales order,On order,3LM216022210400,VSDL17000767,SW-LUA,-130,VNG-S,บริษัท ทรัพย์ลีลา จำกัด,2017-06-09,2017-06-02,คุณสุภาพ
บริษัท ทรัพย์ลีลา จำกัด,Sales order,On order,3LM219022210400,VSDL17000767,SW-LUA,-110,VNG-S,บริษัท ทรัพย์ลีลา จำกัด,2017-06-09,2017-06-02,คุณสุภาพ
บริษัท ทรัพย์ลีลา จำกัด,Sales order,On order,3LM219024420440,VSDL17000767,SW-LUA,-55,VNG-S,บริษัท ทรัพย์ลีลา จำกัด,2017-06-09,2017-06-02,คุณสุภาพ
บริษัท ทรัพย์ลีลา จำกัด,Sales order,On order,3LMF09022010150,VSDL17000768,SW-LUA,-112,VNG-S,ส่งก่อนเที่ยง-ไม่เกิน15.30น,2017-06-09,2017-06-02,คุณสุภาพ
บริษัท ทรัพย์ลีลา จำกัด,Sales order,On order,3LMF19022010150,VSDL17000768,SW-LUA,-55,VNG-S,ส่งก่อนเที่ยง-ไม่เกิน15.30น,2017-06-09,2017-06-02,คุณสุภาพ
